Time (s), Sensor Value (ADC)
59.30, 0
59.40, 0
59.50, 4095
59.60, 4095
59.70, 4095
59.80, 0
59.90, 0
60.00, 0
60.09, 0
60.19, 0
60.30, 0
60.39, 0
60.50, 0
60.60, 0
60.69, 0
60.79, 0
60.89, 0
60.99, 0
61.09, 0
61.19, 0
61.30, 0
61.40, 0
61.49, 0
61.59, 0
61.69, 0
61.79, 0
61.89, 0
61.99, 0
62.09, 0
62.19, 0
62.31, 0
62.39, 0
62.49, 0
62.59, 0
62.69, 0
62.79, 0
62.88, 0
62.99, 0
63.09, 0
63.19, 0
63.29, 0
63.39, 0
63.49, 0
63.59, 0
63.69, 0
63.81, 0
63.89, 0
64.01, 0
64.09, 0
64.21, 0
64.29, 0
64.39, 0
64.49, 0
64.58, 0
64.69, 0
64.79, 0
64.89, 0
64.99, 0
65.09, 0
65.19, 0
65.29, 0
65.39, 0
65.50, 0
65.61, 0
65.69, 0
65.79, 0
65.89, 0
65.99, 0
66.10, 0
66.19, 0
66.31, 0
66.39, 0
66.49, 0
66.59, 0
66.70, 0
66.78, 0
66.89, 0
66.99, 0
67.09, 0
67.19, 0
67.29, 0
67.39, 0
67.50, 0
67.59, 0
67.69, 0
67.79, 0
67.90, 0
67.99, 0
68.10, 0
68.19, 0
68.31, 0
68.42, 0
68.49, 0
68.59, 0
68.70, 0
68.80, 0
68.90, 0
69.01, 0
69.10, 0
69.18, 0
69.30, 0
69.40, 0
69.49, 0
69.59, 0
69.69, 0
69.79, 0
69.89, 0
69.99, 0
70.09, 0
70.19, 0
70.28, 0
70.40, 0
70.50, 0
70.59, 0
70.69, 0
70.78, 0
70.88, 0
70.98, 0
71.09, 0
71.19, 0
71.30, 0
71.39, 0
71.49, 0
71.59, 0
71.71, 0
71.79, 0
71.88, 0
71.99, 0
72.08, 0
72.19, 0
72.29, 0
72.39, 0
72.48, 0
72.59, 0
72.70, 0
72.81, 0
72.91, 0
72.98, 0
73.11, 0
73.20, 0
73.30, 0
73.40, 0
73.51, 0
73.60, 0
73.69, 0
73.79, 0
73.90, 0
73.99, 0
74.08, 0
74.20, 0
74.29, 0
74.40, 0
74.49, 0
74.60, 0
74.71, 0
74.80, 0
74.89, 0
74.99, 0
75.09, 0
75.19, 0
75.29, 0
75.39, 0
75.50, 0
75.59, 0
75.68, 0
75.79, 0
75.89, 0
76.01, 0
76.09, 0
76.20, 0
76.29, 0
76.38, 0
76.49, 0
76.59, 0
76.71, 0
76.79, 0
76.91, 0
76.99, 0
77.08, 0
77.21, 0
77.29, 0
77.38, 0
77.49, 0
77.58, 0
77.71, 0
77.80, 0
77.90, 0
77.99, 0
78.11, 0
78.20, 0
78.30, 0
78.38, 0
78.51, 0
78.60, 0
78.69, 0
78.78, 0
78.90, 0
79.00, 0
79.09, 0
79.20, 0
79.29, 0
79.39, 0
79.51, 0
79.60, 0
79.69, 0
79.79, 0
79.91, 0
79.98, 0
80.09, 0
80.19, 0
80.29, 0
80.39, 0
80.49, 0
80.59, 0
80.70, 0
80.79, 0
80.90, 0
80.99, 0
81.10, 0
81.19, 0
81.30, 0
81.39, 0
81.48, 0
81.60, 0
81.69, 0
81.78, 0
81.89, 0
81.98, 0
82.09, 0
82.18, 0
82.29, 0
82.38, 0
82.51, 0
82.58, 0
82.69, 0
82.79, 0
82.89, 0
82.99, 0
83.09, 0
83.19, 0
83.30, 0
83.39, 0
83.50, 0
83.59, 0
83.71, 0
83.79, 0
83.90, 0
83.99, 0
84.08, 0
84.19, 0
84.29, 0
84.39, 0
84.48, 0
84.59, 0
84.70, 0
84.79, 0
84.88, 0
84.99, 0
85.09, 0
85.20, 0
85.29, 0
85.40, 0
85.49, 0
85.58, 0
85.69, 0
85.79, 0
85.89, 0
85.99, 0
86.08, 0
86.19, 0
86.28, 0
86.39, 0
86.49, 0
86.61, 0
86.69, 0
86.80, 0
86.89, 0
86.99, 0
87.09, 0
87.19, 0
87.28, 0
87.39, 0
87.48, 0
87.59, 0
87.69, 0
87.79, 0
87.89, 0
87.99, 0
88.09, 0
88.19, 0
88.29, 0
88.40, 0
88.49, 0
88.60, 0
88.69, 0
88.80, 0
88.89, 0
88.98, 0
89.09, 0
89.18, 0
89.29, 0
89.38, 0
89.49, 0
89.59, 0
89.70, 0
89.79, 0
89.88, 0
89.99, 0
90.08, 0
90.19, 0
90.29, 4095
90.39, 4095
90.49, 4095
90.59, 4095
90.69, 4095
90.80, 1535
90.89, 4095
90.99, 1343
91.09, 4095
91.19, 4095
91.29, 0
91.41, 0
91.49, 0
91.58, 0
91.69, 0
91.80, 0
91.89, 0
91.98, 0
92.09, 0
92.18, 0
92.31, 0
92.39, 0
92.49, 0
92.59, 0
92.69, 0
92.79, 0
92.90, 0
93.01, 0
93.08, 0
93.20, 0
93.28, 0
93.39, 0
93.49, 0
93.60, 0
93.69, 0
93.79, 0
93.88, 0
93.99, 0
94.08, 0
94.21, 0
94.30, 0
94.39, 0
94.48, 0
94.61, 0
94.71, 0
94.80, 0
94.90, 0
95.00, 0
95.09, 0
95.18, 0
95.30, 0
95.39, 0
95.48, 0
95.59, 0
95.69, 0
95.80, 4095
95.90, 4095
95.99, 2623
96.11, 4095
96.19, 4095
96.29, 0
96.39, 0
96.49, 0
96.60, 0
96.69, 0
96.79, 0
96.91, 0
96.99, 0
97.09, 0
97.18, 0
97.31, 0
97.40, 0
97.49, 0
97.58, 0
97.69, 0
97.78, 0
97.89, 0
98.00, 0
98.09, 0
98.18, 0
98.29, 0
98.38, 0
98.49, 0
98.60, 0
98.69, 0
98.78, 0
98.91, 0
98.99, 0
99.08, 0
99.20, 0
99.29, 0
99.39, 0
99.50, 0
99.59, 0
99.69, 0
99.79, 0
99.89, 0
99.99, 0
100.09, 0
100.19, 0
100.29, 0
100.40, 0
100.49, 0
100.60, 0
100.70, 0
100.79, 0
100.89, 0
100.99, 0
101.09, 0
101.20, 0
101.30, 0
101.38, 0
101.49, 0
101.60, 0
101.69, 0
101.79, 0
101.90, 0
101.99, 0
102.08, 0
102.19, 0
102.28, 0
102.39, 0
102.49, 0
102.58, 0
102.69, 0
102.79, 0
102.89, 0
102.98, 0
103.08, 0
103.19, 0
103.28, 0
103.39, 0
103.50, 0
103.59, 0
103.71, 0
103.79, 0
103.90, 0
103.99, 0
104.10, 0
104.19, 0
104.28, 0
104.39, 0
104.48, 0
104.59, 0
104.68, 0
104.79, 0
104.90, 0
104.99, 0
105.08, 0
105.19, 0
105.30, 0
105.39, 0
105.48, 178
105.60, 227
105.70, 128
105.79, 124
105.90, 187
105.99, 223
106.08, 255
106.20, 131
106.30, 112
106.39, 189
106.51, 150
106.59, 0
106.71, 0
106.79, 0
106.90, 0
106.99, 0
107.08, 139
107.21, 207
107.29, 192
107.38, 123
107.49, 202
107.58, 118
107.69, 0
107.78, 0
107.89, 0
107.98, 0
108.09, 0
108.19, 0
108.29, 0
108.39, 0
108.49, 0
108.59, 0
108.69, 0
108.79, 0
108.89, 187
108.99, 176
109.11, 176
109.19, 176
109.28, 175
109.39, 177
109.48, 174
109.59, 188
109.70, 172
109.79, 173
109.88, 178
110.00, 179
110.09, 181
110.18, 1260
110.29, 3632
110.39, 3555
110.51, 3135
110.59, 3052
110.69, 905
110.79, 172
110.91, 176
110.99, 0
111.10, 176
111.19, 175
111.30, 209
111.39, 190
111.51, 166
111.59, 179
111.68, 176
111.79, 179
111.88, 176
111.99, 167
112.08, 176
112.19, 176
112.28, 176
112.39, 155
112.48, 176
112.61, 175
112.70, 2873
112.79, 4095
112.91, 3472
112.99, 3685
113.11, 3223
113.19, 703
113.30, 174
113.39, 173
113.48, 174
113.60, 186
113.68, 190
113.80, 174
113.90, 176
114.01, 179
114.08, 176
114.20, 176
114.29, 176
114.39, 176
114.48, 176
114.60, 3322
114.70, 3740
114.79, 3774
114.89, 4001
115.00, 2781
115.11, 179
115.20, 170
115.29, 176
115.39, 171
115.49, 175
115.61, 181
115.68, 182
115.79, 173
115.89, 172
115.99, 183
116.09, 167
116.19, 1218
116.29, 3726
116.40, 3747
116.50, 4095
116.60, 4095
116.70, 3951
116.78, 2288
116.89, 174
116.98, 174
117.09, 192
117.18, 175
117.29, 176
117.39, 175
117.50, 174
117.59, 176
117.68, 176
117.80, 176
117.88, 175
117.99, 162
118.08, 175
118.19, 183
118.28, 175
118.41, 170
118.50, 179
118.58, 179
118.69, 175
118.79, 175
118.89, 174
118.99, 175
119.08, 177
119.19, 171
119.28, 177
119.39, 203
119.50, 0
119.58, 174
119.70, 182
119.79, 179
119.88, 176
119.99, 166
120.09, 176
120.21, 176
120.29, 181
120.38, 178
120.50, 172
120.60, 176
120.70, 176
120.78, 176
120.91, 201
121.01, 32
121.11, 172
121.20, 179
121.29, 178
121.39, 173
121.49, 172
121.59, 176
121.71, 175
121.81, 179
121.88, 176
121.99, 175
122.10, 181
122.20, 176
122.30, 173
122.39, 175
122.48, 166
122.61, 182
122.70, 176
122.80, 176
122.89, 179
122.98, 176
123.09, 179
123.19, 176
123.30, 176
123.39, 176
123.49, 1328
123.60, 3215
123.69, 3425
123.78, 3783
123.91, 4095
124.00, 4095
124.09, 4095
124.20, 4095
124.30, 3286
124.41, 533
124.49, 177
124.61, 176
124.69, 170
124.80, 170
124.91, 186
124.99, 176
125.10, 176
125.19, 176
125.28, 177
125.39, 177
125.49, 175
125.58, 175
125.68, 178
125.78, 174
125.88, 178
125.98, 191
126.08, 176
126.18, 174
126.28, 176
126.38, 179
126.48, 176
126.58, 176
126.68, 175
126.78, 174
126.88, 176
127.00, 178
127.10, 175
127.20, 0
127.28, 200
127.38, 171
127.48, 0
127.58, 161
127.68, 0
127.78, 0
127.90, 0
127.98, 159
128.10, 265
128.18, 196
128.28, 0
128.38, 0
128.50, 161
128.58, 166
128.70, 178
128.78, 142
128.89, 0
128.98, 0
129.10, 0
129.20, 0
129.28, 0
129.41, 0
129.48, 0
129.60, 0
129.68, 0
129.80, 0
129.89, 0
130.00, 0
130.08, 0
130.20, 0
130.29, 0
130.39, 0
130.49, 0
130.60, 0
130.70, 0
130.81, 0
130.90, 4095
130.99, 4095
131.10, 4095
131.20, 4095
131.29, 4095
131.41, 4095
131.50, 0
131.59, 0
131.69, 0
131.79, 0
131.89, 0
132.00, 0
132.09, 0
132.19, 0
132.29, 0
132.39, 0
132.49, 143
132.61, 4095
132.71, 4095
132.79, 4095
132.89, 4095
132.99, 4095
133.09, 0
133.19, 0
133.29, 0
133.39, 0
133.49, 0
133.59, 0
133.69, 0
133.79, 0
133.89, 0
133.99, 0
134.09, 4095
134.19, 4095
134.29, 4095
134.39, 4095
134.49, 4095
134.59, 4095
134.69, 4095
134.79, 4095
134.89, 4095
134.99, 4095
135.09, 4095
135.19, 0
135.29, 0
135.39, 0
135.51, 0
135.59, 0
135.69, 0
135.79, 0
135.89, 0
135.99, 0
136.09, 0
136.19, 0
136.31, 0
136.39, 0
136.51, 0
136.59, 0
136.69, 0
136.79, 0
136.91, 0
136.99, 0
137.09, 0
137.21, 0
137.29, 0
137.39, 0
137.49, 0
137.59, 0
137.69, 0
137.80, 0
137.89, 0
138.01, 0
138.09, 0
138.19, 0
138.29, 0
138.39, 0
138.49, 0
138.59, 0
138.69, 0
138.80, 0
138.90, 0
138.99, 0
139.09, 0
139.19, 0
139.30, 0
139.39, 0
139.50, 0
139.59, 0
139.69, 0
139.80, 0
139.89, 0
139.99, 0
140.08, 0
140.21, 0
140.30, 0
140.40, 0
140.50, 0
140.59, 0
140.68, 0
140.79, 0
140.90, 0
141.00, 0
141.08, 0
141.20, 0
141.30, 0
141.39, 0
141.50, 0
141.60, 0
141.71, 0
141.79, 0
141.91, 0
141.99, 0
142.10, 0
142.20, 0
142.29, 0
142.40, 0
142.50, 0
142.58, 0
142.68, 0
142.79, 0
142.90, 0
143.00, 0
143.10, 0
143.21, 0
143.28, 0
143.39, 0
143.50, 0
143.61, 0
143.69, 0
143.79, 0
143.89, 0
144.00, 0
144.11, 0
144.19, 0
144.30, 0
144.41, 0
144.48, 0
144.58, 0
144.70, 0
144.79, 0
144.90, 0
144.98, 0
145.09, 0
145.19, 0
145.31, 0
145.38, 0
145.51, 0
145.59, 0
145.68, 0
145.79, 0
145.89, 0
146.00, 0
146.10, 0
146.21, 0
146.31, 0
146.39, 0
146.50, 0
146.59, 0
146.70, 0
146.79, 0
146.90, 0
147.00, 0
147.10, 0
147.20, 0
147.30, 0
147.40, 0
147.50, 0
147.58, 0
147.71, 0
147.80, 0
147.90, 0
148.00, 0
148.11, 0
148.21, 0
148.31, 0
148.41, 0
148.48, 0
148.61, 0
148.68, 0
148.81, 0
148.88, 0
149.01, 0
149.11, 599
149.21, 606
149.31, 0
149.38, 596
149.51, 601
149.58, 0
149.71, 0
149.78, 0
149.91, 0
149.99, 597
150.09, 604
150.19, 603
150.31, 595
150.41, 602
150.48, 599
150.59, 601
150.69, 0
150.79, 0
150.89, 0
150.99, 0
151.09, 0
151.21, 0
151.31, 0
151.39, 600
151.49, 592
151.59, 0
151.69, 603
151.79, 611
151.89, 604
151.99, 0
152.09, 0
152.19, 0
152.29, 0
152.39, 0
152.51, 604
152.59, 593
152.71, 593
152.79, 578
152.89, 596
152.99, 0
153.09, 0
153.19, 0
153.31, 0
153.39, 0
153.49, 597
153.59, 595
153.69, 594
153.81, 601
153.91, 581
153.99, 579
154.09, 589
154.19, 592
154.29, 589
154.39, 594
154.49, 595
154.59, 590
154.69, 595
154.79, 590
154.89, 591
154.99, 542
155.09, 606
155.19, 611
155.29, 579
155.39, 583
155.49, 589
155.59, 0
155.69, 0
155.79, 603
155.89, 595
155.99, 599
156.09, 599
156.19, 599
156.29, 593
156.39, 603
156.49, 619
156.60, 609
156.69, 618
156.79, 621
156.89, 843
156.99, 1225
157.09, 1747
157.19, 1927
157.29, 1952
157.39, 1968
157.49, 1949
157.59, 2032
157.69, 2162
157.79, 2000
157.89, 1756
157.99, 851
158.08, 599
158.19, 597
158.29, 597
158.39, 600
158.48, 128
158.60, 597
158.70, 598
158.80, 599
158.90, 596
159.00, 592
159.10, 597
159.20, 594
159.30, 763
159.40, 1426
159.49, 2013
159.59, 2033
159.68, 2084
159.78, 2060
159.88, 1888
159.99, 1251
160.08, 594
160.18, 595
160.28, 599
160.38, 589
160.48, 599
160.58, 598
160.68, 597
160.78, 596
160.88, 595
160.98, 594
161.08, 603
161.18, 602
161.28, 595
161.38, 597
161.48, 609
161.58, 0
161.68, 592
161.80, 590
161.90, 586
162.00, 604
162.08, 0
162.18, 0
162.28, 0
162.40, 0
162.48, 0
162.58, 0
162.68, 0
162.78, 0
162.90, 0
163.00, 0
163.08, 0
163.20, 0
163.28, 0
163.38, 0
163.48, 0
163.58, 0
163.68, 0
163.78, 591
163.88, 592
163.98, 601
164.08, 593
164.18, 601
164.28, 592
164.38, 0
164.50, 0
164.60, 0
164.70, 0
164.80, 0
164.90, 0
164.98, 0
165.10, 0
165.18, 0
165.30, 0
165.40, 0
165.50, 4095
165.58, 4095
165.70, 4095
165.78, 4095
165.88, 4095
166.00, 0
166.10, 0
166.20, 0
166.30, 0
166.39, 0
166.48, 0
166.59, 0
166.70, 0
166.81, 4095
166.88, 4095
166.98, 4095
167.11, 4095
167.19, 0
167.29, 0
167.39, 0
167.49, 0
167.59, 0
167.69, 0
167.79, 0
167.89, 4095
167.99, 4095
168.09, 4095
168.19, 4095
168.30, 4095
168.39, 0
168.49, 0
168.59, 0
168.70, 0
168.79, 0
168.91, 4095
168.98, 4095
169.11, 4095
169.19, 4095
169.29, 0
169.39, 0
169.52, 0
169.59, 0
169.69, 0
169.79, 0
169.91, 0
169.99, 4095
170.09, 4095
170.19, 4095
170.29, 4095
170.39, 4095
170.50, 4095
170.61, 4095
170.69, 4095
170.79, 4095
170.89, 4095
170.99, 4095
171.09, 4095
171.19, 4095
171.29, 4095
171.39, 4095
171.49, 4095
171.59, 4095
171.71, 4095
171.81, 4095
171.91, 4095
171.99, 4095
172.09, 4095
172.19, 4095
172.29, 4095
172.40, 0
172.51, 0
172.59, 0
172.69, 0
172.79, 0
172.89, 0
172.99, 0
173.09, 0
173.19, 0
173.29, 0
173.39, 0
173.49, 0
173.60, 0
173.71, 0
173.80, 0
173.90, 0
173.99, 0
174.09, 0
174.19, 0
174.29, 0
174.39, 0
174.49, 0
174.59, 0
174.69, 0
174.80, 0
174.90, 0
174.99, 0
175.09, 0
175.19, 0
175.29, 0
175.39, 0
175.50, 0
175.60, 0
175.70, 0
175.80, 0
175.90, 0
176.00, 0
176.10, 4095
176.20, 4095
176.30, 4095
176.38, 4095
176.49, 4095
176.59, 4095
176.69, 4095
176.79, 4095
176.90, 4095
177.00, 4095
177.08, 4095
177.18, 4095
177.30, 4095
177.39, 4095
177.49, 4095
177.60, 4095
177.70, 4095
177.79, 4095
177.90, 4095
178.00, 4095
178.09, 4095
178.18, 4095
178.28, 4095
178.38, 4095
178.48, 1689
178.58, 914
178.68, 685
178.78, 720
178.88, 555
178.98, 547
179.08, 503
179.18, 59
179.28, 567
179.38, 661
179.48, 400
179.58, 432
179.68, 338
179.78, 411
179.88, 325
180.00, 338
180.08, 304
180.18, 287
180.30, 291
180.38, 345
180.50, 294
180.58, 309
180.68, 259
180.80, 219
180.88, 183
180.98, 181
181.08, 162
181.18, 170
181.28, 163
181.40, 174
181.50, 170
181.60, 169
181.70, 176
181.80, 223
181.88, 190
181.98, 196
182.08, 176
182.18, 208
182.28, 229
182.38, 170
182.51, 188
182.58, 174
182.68, 211
182.78, 185
182.88, 171
183.01, 160
183.09, 0
183.20, 0
183.30, 0
183.40, 0
183.50, 0
183.60, 0
183.69, 0
183.79, 0
183.88, 0
184.00, 0
184.08, 0
184.21, 0
184.28, 0
184.39, 0
184.50, 0
184.58, 0
184.69, 0
184.78, 0
184.89, 0
185.01, 0
185.09, 0
185.18, 0
185.31, 0
185.39, 0
185.51, 0
185.59, 0
185.69, 0
185.79, 0
185.89, 0
185.99, 0
186.09, 0
186.19, 0
186.29, 0
186.39, 0
186.49, 0
186.59, 0
186.69, 0
186.79, 0
186.91, 0
186.99, 0
187.09, 0
187.19, 0
187.29, 0
187.39, 0
187.49, 0
187.59, 0
187.69, 0
187.79, 0
187.89, 0
188.01, 0
188.11, 0
188.21, 0
188.29, 0
188.39, 0
188.49, 0
188.59, 0
188.71, 0
188.79, 0
188.91, 0
188.99, 0
189.09, 0
189.19, 0
189.29, 0
189.39, 0
189.49, 0
189.61, 0
189.69, 0
189.79, 0
189.89, 0
189.99, 0
190.11, 0
190.19, 0
190.29, 0
190.39, 0
190.49, 0
190.59, 0
190.69, 0
190.79, 0
190.91, 0
190.99, 0
191.09, 0
191.19, 0
191.29, 0
191.39, 0
191.49, 0
191.59, 0
191.70, 0
191.80, 0
191.90, 0
191.99, 0
192.09, 0
192.19, 0
192.29, 0
192.39, 0
192.49, 0
192.59, 0
192.69, 0
192.79, 0
192.89, 0
192.99, 0
193.09, 0
193.20, 0
193.29, 0
193.39, 0
193.50, 0
193.60, 0
193.69, 0
193.79, 0
193.89, 0
193.99, 4095
194.08, 2731
194.19, 4095
