Time (s), Sensor Value (ADC)
56.83, 1173
56.93, 1163
57.02, 1187
57.12, 1185
57.21, 1183
57.32, 1130
57.43, 1195
57.53, 880
57.62, 1198
57.73, 1190
57.82, 1170
57.93, 1162
58.02, 1178
58.13, 1174
58.22, 1177
58.32, 849
58.42, 1170
58.52, 1189
58.62, 1181
58.72, 1166
58.82, 1185
58.91, 1193
59.02, 1183
59.11, 1174
59.22, 1111
59.32, 832
59.42, 609
59.52, 377
59.62, 315
59.72, 317
59.82, 307
59.92, 487
60.01, 901
60.11, 1088
60.22, 1141
60.32, 1159
60.41, 1173
60.52, 1183
60.61, 1186
60.71, 1201
60.81, 1200
60.91, 1200
61.01, 1201
61.11, 1127
61.21, 1213
61.32, 1210
61.41, 1211
61.51, 1213
61.61, 1163
61.71, 1221
61.83, 1217
61.93, 1237
62.01, 1225
62.11, 1232
62.21, 1237
62.35, 1233
62.41, 1169
62.51, 1231
62.65, 1234
62.71, 1279
62.81, 1233
62.93, 1239
63.03, 1248
63.11, 1239
63.23, 1249
63.33, 367
63.43, 787
63.51, 1265
63.63, 1262
63.73, 1257
63.81, 1270
63.93, 1233
64.01, 1259
64.14, 1274
64.21, 1242
64.31, 1249
64.44, 1258
64.53, 1263
64.63, 1262
64.73, 1265
64.82, 1264
64.94, 1247
65.03, 1267
65.13, 1271
65.23, 1267
65.33, 1270
65.44, 1271
65.53, 1264
65.63, 1262
65.74, 1297
65.84, 1338
65.93, 1503
66.03, 1858
66.14, 2203
66.23, 2359
66.32, 2432
66.44, 2474
66.54, 2537
66.63, 2587
66.73, 2750
66.82, 2865
66.94, 2990
67.03, 3242
67.12, 879
67.23, 4095
67.32, 4095
67.43, 4095
67.52, 4095
67.62, 4095
67.74, 4095
67.82, 4095
67.93, 4095
68.02, 3370
68.12, 2142
68.24, 1487
68.33, 1387
68.42, 1339
68.52, 1330
68.64, 1328
68.74, 1312
68.81, 1296
68.92, 1287
69.02, 1297
69.12, 1535
69.22, 2223
69.32, 3125
69.42, 4095
69.52, 4095
69.62, 4095
69.74, 3152
69.84, 2215
69.94, 1579
70.02, 1370
70.12, 1324
70.22, 1310
70.32, 1289
70.42, 1279
70.52, 1279
70.62, 1215
70.72, 1311
70.82, 1743
70.94, 2383
71.02, 3270
71.12, 2885
71.22, 3059
71.32, 3696
71.42, 2586
71.52, 1744
71.62, 1377
71.72, 1281
71.82, 1277
71.92, 1215
72.02, 1254
72.12, 1254
72.22, 1263
72.32, 1264
72.42, 1503
72.54, 1999
72.62, 2499
72.74, 2672
72.82, 2103
72.92, 2559
73.02, 2283
73.12, 1725
73.22, 1497
73.32, 1274
73.42, 1254
73.52, 1235
73.62, 1229
73.73, 1215
73.82, 1216
73.92, 1229
74.02, 1226
74.12, 1189
74.22, 1234
74.32, 1269
74.42, 1259
74.52, 1264
74.63, 1253
74.73, 1248
74.83, 1250
74.92, 1247
75.03, 1247
75.12, 1246
75.22, 1224
75.32, 1200
75.42, 1238
75.52, 1237
75.62, 1234
75.72, 1162
75.82, 1194
75.92, 1172
76.02, 1045
76.12, 1200
76.22, 1192
76.32, 1189
76.42, 1189
76.51, 1185
76.61, 1175
76.71, 1187
76.82, 1177
76.92, 1185
77.01, 1187
77.12, 1190
77.22, 1187
77.33, 1179
77.41, 1154
77.51, 1163
77.61, 1174
77.71, 1165
77.81, 1184
77.91, 1264
78.02, 1335
78.11, 1426
78.21, 1456
78.31, 1423
78.41, 1654
78.51, 1689
78.61, 1687
78.71, 1671
78.81, 1622
78.91, 1535
79.01, 1594
79.13, 1575
79.21, 1565
79.31, 1517
79.41, 1535
79.55, 1519
79.61, 1521
79.71, 1513
79.83, 1506
79.93, 1488
80.01, 1495
80.13, 1501
80.23, 1488
80.33, 1495
80.43, 1483
80.51, 1486
80.61, 1456
80.71, 1488
80.83, 1470
80.91, 1495
81.01, 1489
81.13, 1490
81.21, 1486
81.31, 1494
81.41, 1456
81.51, 1506
81.64, 1510
81.73, 1513
81.81, 1535
81.93, 1437
82.03, 1535
82.11, 1575
82.21, 1637
82.33, 1742
82.44, 1801
82.53, 1685
82.63, 1630
82.73, 1634
82.83, 1589
82.93, 1585
83.03, 1018
83.11, 1500
83.24, 1281
83.33, 1197
83.43, 1151
83.53, 1127
83.63, 1152
83.73, 1143
83.83, 1137
83.93, 1140
84.02, 1151
84.13, 1238
84.23, 1309
84.33, 1105
84.43, 1430
84.53, 1463
84.62, 1500
84.72, 1535
84.83, 1599
84.93, 1664
85.03, 1738
85.12, 1802
85.23, 1864
85.32, 1914
85.44, 1998
85.54, 1979
85.62, 2122
85.73, 2205
85.82, 2245
85.94, 2363
86.02, 680
86.12, 2505
86.22, 2515
86.32, 1195
86.42, 2531
86.52, 2544
86.62, 2545
86.72, 2553
86.82, 2559
86.92, 2591
87.02, 2619
87.12, 2667
87.24, 2732
87.34, 2854
87.44, 2958
87.54, 3120
87.62, 3307
87.72, 3558
87.82, 3931
87.92, 4095
88.02, 4095
88.12, 4095
88.22, 2685
88.34, 4095
88.42, 4095
88.52, 4095
88.62, 4095
88.72, 4095
88.82, 4095
88.92, 4095
89.02, 4095
89.12, 4095
89.22, 4095
89.32, 4095
89.42, 4095
89.52, 4095
89.62, 4095
89.72, 4095
89.84, 4095
89.94, 4095
90.04, 4095
90.14, 4095
90.22, 4095
90.32, 4095
90.42, 4095
90.52, 4095
90.62, 4095
90.72, 4095
90.83, 4095
90.93, 4095
91.04, 4095
91.12, 4095
91.22, 4095
91.32, 4095
91.42, 4095
91.52, 4095
91.63, 4095
91.72, 4095
91.82, 4095
91.92, 4095
92.02, 4095
92.13, 4095
92.23, 4095
92.32, 4095
92.42, 4095
92.52, 4095
92.62, 4095
92.72, 4095
92.82, 4095
92.93, 4095
93.03, 4095
93.12, 4095
93.23, 4095
93.32, 4095
93.42, 4095
93.52, 4095
93.62, 4095
93.72, 4095
93.83, 4095
93.93, 4095
94.03, 4095
94.13, 4095
94.23, 4095
94.33, 4095
94.42, 4095
94.52, 4095
94.62, 3856
94.71, 3161
94.82, 2546
94.92, 2275
95.03, 1821
95.12, 1525
95.22, 1317
95.35, 1198
95.41, 1150
95.51, 1115
95.61, 1104
95.73, 1094
95.83, 1104
95.93, 1083
96.01, 1169
96.11, 1534
96.21, 2091
96.31, 2486
96.41, 3209
96.51, 3833
96.62, 3242
96.71, 3213
96.81, 3003
96.91, 2513
97.01, 1917
97.11, 1535
97.21, 463
97.31, 1143
97.41, 1040
97.53, 1079
97.61, 807
97.71, 1066
97.81, 1062
97.91, 1060
98.01, 1122
98.13, 1375
98.23, 1769
98.31, 2254
98.43, 1571
98.51, 3184
98.61, 4095
98.71, 4095
98.81, 4095
98.93, 4095
99.03, 1847
99.13, 2974
99.21, 2269
99.31, 1946
99.42, 1575
99.53, 1279
99.63, 1190
99.73, 1136
99.81, 1119
99.91, 1105
100.04, 1111
100.13, 1104
100.23, 1136
100.31, 1180
100.43, 1239
100.53, 1461
100.63, 1661
100.73, 1902
100.81, 2130
100.94, 2330
101.04, 2508
101.11, 2757
101.22, 3004
101.33, 3370
101.41, 3509
101.53, 2128
101.63, 2093
101.72, 2013
101.83, 3088
101.92, 3059
102.03, 2759
102.12, 2401
102.22, 2043
102.33, 1762
102.43, 1519
102.52, 1327
102.64, 1232
102.74, 1158
102.84, 1167
102.94, 1178
103.04, 1174
103.13, 1189
103.22, 1266
103.32, 1456
103.42, 1648
103.52, 1849
103.62, 2100
103.72, 2307
103.82, 2491
103.94, 2639
104.04, 2849
104.12, 3183
104.22, 3415
104.32, 2686
104.42, 2244
104.52, 2694
104.62, 133
104.72, 2768
104.84, 1451
104.94, 2247
105.02, 1987
105.14, 1761
105.22, 1558
105.34, 1381
105.42, 1101
105.52, 1142
105.64, 1104
105.74, 1082
105.82, 974
105.94, 998
106.02, 1071
106.14, 1074
106.22, 1098
106.32, 1107
106.42, 1138
106.52, 1338
106.62, 1569
106.72, 1876
106.82, 2128
106.94, 2201
107.02, 1715
107.12, 1507
107.24, 1463
107.32, 1486
107.43, 1535
107.54, 1833
107.62, 2342
107.74, 2200
107.84, 1948
107.93, 1601
108.04, 1314
108.12, 1181
108.22, 1111
108.32, 1106
108.42, 1079
108.52, 1073
108.62, 1072
108.72, 1072
108.82, 1072
108.92, 1076
109.02, 1074
109.12, 1085
109.23, 1075
109.33, 1079
109.42, 1084
109.52, 1069
109.62, 1079
109.72, 1088
109.82, 1087
109.92, 1088
110.03, 1080
110.12, 1072
110.22, 1081
110.32, 1093
110.42, 1072
110.52, 1076
110.62, 891
110.73, 791
110.82, 742
110.92, 803
111.02, 867
111.13, 925
111.23, 968
111.32, 1011
111.42, 1056
111.52, 1072
111.62, 1082
111.71, 1083
111.83, 1083
111.92, 1067
112.03, 1015
112.12, 960
112.23, 912
112.33, 872
112.42, 833
112.53, 317
112.61, 209
112.72, 170
112.82, 138
112.91, 116
113.02, 101
113.11, 85
113.22, 77
113.31, 78
113.42, 62
113.51, 49
113.63, 48
113.71, 48
113.83, 39
113.93, 37
114.01, 31
114.11, 29
114.21, 29
114.31, 34
114.41, 22
114.51, 22
114.61, 17
114.71, 17
114.81, 16
114.91, 22
115.01, 16
115.11, 16
115.21, 15
115.31, 13
115.43, 7
115.53, 11
115.61, 11
115.71, 0
115.81, 9
115.93, 0
116.01, 13
116.11, 16
116.21, 8
116.33, 7
116.43, 6
116.53, 10
116.61, 15
116.73, 9
116.83, 3
116.91, 3
117.01, 0
117.14, 5
117.21, 1
117.34, 5
117.41, 6
117.51, 33
117.61, 5
117.73, 5
117.81, 7
117.91, 5
118.03, 11
118.12, 13
118.23, 7
118.33, 0
118.43, 14
118.52, 12
118.63, 0
118.73, 0
118.82, 0
118.94, 0
119.03, 0
119.12, 0
119.22, 0
119.34, 0
119.43, 0
119.54, 0
119.63, 0
119.71, 0
119.83, 0
119.92, 0
120.03, 0
120.13, 0
120.22, 0
120.33, 88
120.42, 0
120.52, 0
120.62, 0
120.73, 0
120.82, 0
120.92, 0
121.04, 0
121.14, 0
121.24, 0
121.34, 0
121.42, 0
121.52, 0
121.62, 0
121.72, 0
121.82, 0
121.92, 0
122.02, 0
122.12, 0
122.22, 0
122.32, 0
122.44, 0
122.52, 0
122.62, 0
122.72, 0
122.84, 0
122.92, 0
123.04, 0
123.12, 0
123.22, 0
123.34, 0
123.42, 0
123.52, 4
123.62, 0
123.72, 0
123.84, 0
123.94, 0
124.02, 0
124.12, 0
124.24, 0
124.34, 0
124.42, 0
124.54, 0
124.64, 0
124.72, 0
124.82, 0
124.92, 0
125.02, 0
125.12, 0
125.22, 0
125.32, 5
125.42, 0
125.52, 0
125.62, 0
125.72, 0
125.82, 0
125.92, 7
126.02, 0
126.12, 0
126.22, 0
126.33, 0
126.43, 12
126.52, 0
126.62, 0
126.72, 0
126.82, 0
126.92, 0
127.02, 0
127.12, 0
127.22, 0
127.32, 0
127.42, 7
127.52, 0
127.62, 0
127.72, 0
127.83, 0
127.92, 0
128.02, 0
128.12, 0
128.22, 18
128.32, 0
128.42, 0
128.53, 0
128.63, 0
128.72, 0
128.82, 0
128.92, 0
129.02, 163
129.12, 0
129.23, 0
129.32, 0
129.42, 0
129.51, 0
129.61, 11
129.72, 0
129.82, 0
129.91, 0
130.02, 4
130.12, 0
130.21, 0
130.31, 14
130.42, 0
130.51, 0
130.62, 0
130.71, 0
130.81, 0
130.91, 0
131.01, 0
131.11, 0
131.23, 0
131.33, 0
131.43, 7
131.52, 0
131.63, 0
131.73, 0
131.83, 0
131.91, 0
132.01, 0
132.11, 0
132.21, 0
132.31, 16
132.41, 6
132.53, 14
132.61, 11
132.71, 9
132.83, 10
132.91, 0
133.03, 0
133.13, 0
133.21, 13
133.33, 21
133.41, 14
133.51, 15
133.61, 45
133.71, 16
133.81, 16
133.91, 15
134.01, 19
134.11, 16
134.21, 23
134.33, 26
134.41, 15
134.51, 17
134.61, 43
134.71, 20
134.81, 23
134.91, 25
135.01, 27
135.11, 39
135.21, 35
135.33, 36
135.41, 32
135.51, 36
135.63, 32
135.73, 31
135.83, 38
135.93, 34
136.01, 48
136.12, 43
136.23, 43
136.31, 39
136.41, 43
136.54, 31
136.61, 26
136.73, 28
136.82, 38
136.94, 43
137.01, 41
137.13, 39
137.24, 34
137.31, 32
137.44, 30
137.52, 18
137.62, 32
137.71, 33
137.82, 32
137.94, 32
138.01, 33
138.12, 29
138.23, 42
138.32, 29
138.42, 31
138.52, 23
138.62, 31
138.72, 32
138.82, 43
138.92, 33
139.02, 30
139.12, 23
139.22, 30
139.32, 32
139.42, 43
139.52, 34
139.62, 33
139.72, 30
139.82, 31
139.92, 26
140.04, 29
140.12, 31
140.22, 30
140.32, 30
140.44, 38
140.52, 37
140.64, 26
140.72, 32
140.82, 28
140.92, 25
141.04, 26
141.14, 28
141.22, 42
141.32, 31
141.42, 30
141.52, 30
141.62, 34
141.72, 38
141.82, 27
141.92, 30
142.02, 26
142.12, 27
142.22, 31
142.32, 31
142.42, 31
142.52, 35
142.62, 31
142.73, 28
142.82, 31
142.92, 33
143.02, 30
143.12, 31
143.22, 27
143.32, 30
143.42, 32
143.52, 28
143.62, 25
143.72, 34
143.82, 30
143.92, 25
144.03, 32
144.12, 33
144.22, 27
144.32, 33
144.42, 32
144.52, 32
144.62, 31
144.72, 33
144.82, 30
144.92, 34
145.02, 35
145.12, 41
145.22, 46
145.32, 48
145.42, 49
145.52, 51
145.62, 54
145.72, 0
145.81, 0
145.92, 69
146.01, 71
146.12, 74
146.23, 76
146.33, 80
146.43, 87
146.52, 83
146.62, 85
146.73, 95
146.82, 100
146.92, 101
147.03, 97
147.13, 114
147.22, 109
147.32, 112
147.42, 115
147.52, 118
147.62, 128
147.71, 129
147.82, 133
147.92, 135
148.02, 142
148.11, 145
148.21, 159
148.31, 167
148.42, 155
148.53, 174
148.63, 174
148.73, 174
148.81, 177
148.91, 186
149.02, 195
149.11, 192
149.22, 197
149.31, 199
149.41, 201
149.51, 217
149.61, 208
149.71, 206
149.81, 347
149.91, 211
150.03, 212
150.11, 212
150.21, 213
150.31, 215
150.41, 208
150.51, 211
150.61, 214
150.71, 210
150.81, 211
150.91, 211
151.01, 212
151.11, 218
151.21, 218
151.31, 222
151.41, 233
151.51, 240
151.61, 254
151.71, 264
151.81, 275
151.91, 294
152.01, 297
152.13, 302
152.21, 368
152.31, 325
152.41, 315
152.51, 290
152.61, 305
152.71, 330
152.83, 339
152.91, 353
153.01, 353
153.11, 378
153.21, 394
153.34, 402
153.41, 422
153.51, 435
153.62, 434
153.73, 447
153.81, 451
153.93, 457
154.01, 467
154.12, 464
154.21, 478
154.33, 495
154.41, 481
154.53, 486
154.61, 490
154.71, 489
154.83, 495
154.93, 463
155.02, 496
155.11, 498
155.22, 495
155.32, 496
155.43, 503
155.52, 509
155.63, 511
155.72, 538
155.82, 559
155.92, 576
156.02, 601
156.12, 623
156.22, 353
156.32, 666
156.43, 690
156.52, 702
156.63, 720
156.72, 724
156.82, 752
156.92, 777
157.03, 799
157.12, 816
157.22, 819
157.32, 848
157.42, 871
157.52, 889
157.62, 911
157.72, 942
157.82, 944
157.94, 947
158.02, 966
158.12, 961
158.22, 973
158.32, 972
158.42, 986
158.52, 1010
158.64, 1036
158.74, 1006
158.82, 1072
158.92, 1045
159.02, 1136
159.12, 1163
159.22, 1194
159.32, 1217
159.42, 1221
159.52, 1235
159.62, 1231
159.74, 1232
159.82, 1231
159.92, 1238
160.02, 1243
160.12, 1257
160.24, 1263
160.32, 1281
160.42, 1297
160.53, 1298
160.64, 1247
160.72, 1306
160.82, 1328
160.92, 1311
161.02, 1316
161.12, 1315
161.22, 1328
161.32, 1323
161.42, 1331
161.52, 1342
161.62, 1348
161.72, 1313
161.82, 1347
161.92, 1372
162.02, 1361
162.12, 1393
162.22, 1422
162.32, 1426
162.42, 1456
162.52, 1470
162.63, 1506
162.73, 1490
162.82, 1562
162.92, 1586
163.02, 1614
163.12, 1650
163.22, 1701
163.32, 1719
163.43, 1750
163.52, 1779
163.62, 1808
163.72, 1840
163.83, 1878
163.92, 1917
164.03, 1961
164.12, 1924
164.23, 2003
164.32, 2045
164.42, 2090
164.52, 2117
164.62, 2192
164.72, 2226
164.83, 2271
164.93, 2323
165.02, 2347
165.12, 2429
165.21, 2491
165.33, 2510
165.43, 2559
165.53, 2625
165.62, 2688
165.72, 2745
165.82, 2811
165.92, 2853
166.01, 2898
166.12, 2929
166.21, 3043
166.31, 3159
166.41, 3205
166.51, 3274
166.61, 3286
166.71, 3351
166.81, 3399
166.91, 3408
167.01, 3406
167.11, 3456
167.21, 3413
167.31, 3446
167.41, 3471
167.51, 3396
167.63, 3488
167.73, 3514
167.81, 3519
167.91, 3537
168.01, 3583
168.11, 3583
168.21, 3621
168.31, 3607
168.43, 3375
168.53, 3583
168.61, 3536
168.71, 3615
168.81, 3662
168.93, 3703
169.01, 2805
169.11, 3487
169.21, 3942
169.31, 4095
169.41, 4095
169.53, 4095
169.61, 4095
169.71, 4095
169.81, 4095
169.91, 4095
170.03, 4095
170.11, 4095
170.21, 4095
170.31, 4095
170.43, 4095
170.51, 4095
170.63, 4095
170.71, 4095
170.81, 3519
170.91, 4095
171.01, 4095
171.11, 4095
171.21, 4095
171.31, 4095
171.42, 4095
171.51, 4095
171.63, 4095
171.71, 4095
171.81, 4095
171.91, 1646
172.02, 4095
172.13, 4095
172.22, 4095
172.33, 4095
172.41, 4095
172.53, 4095
172.63, 4095
172.72, 4095
172.81, 4095
172.91, 4095
173.02, 4095
173.12, 4095
173.21, 4095
173.32, 4095
173.44, 4095
173.51, 4095
173.61, 4095
173.72, 4095
173.82, 2207
173.92, 4095
174.02, 4095
174.12, 4095
174.22, 4095
174.31, 4095
174.42, 4095
174.52, 4095
174.62, 4095
174.74, 4095
174.82, 4095
174.92, 4095
175.04, 1753
175.12, 621
175.24, 438
175.32, 304
175.42, 251
175.52, 226
175.62, 198
175.72, 177
175.82, 144
175.92, 128
176.02, 115
176.12, 124
176.22, 128
176.32, 115
176.42, 113
176.52, 2317
176.62, 3426
176.72, 3632
176.82, 3842
176.92, 3924
177.02, 3888
177.14, 3984
177.22, 4095
177.32, 4095
177.42, 4095
177.52, 4095
177.62, 4095
177.72, 4095
177.83, 4095
177.94, 4095
178.02, 4095
178.12, 4095
178.23, 4095
178.32, 4095
178.42, 4095
178.52, 4095
178.62, 4095
178.72, 4095
178.82, 4095
178.92, 4095
179.02, 4095
179.12, 4095
179.22, 4095
179.32, 4095
179.42, 4095
179.52, 4095
179.62, 4095
179.72, 4095
179.82, 4095
179.92, 4095
180.02, 4095
180.12, 4095
180.22, 4095
180.32, 4095
180.42, 4095
180.52, 4095
180.62, 4095
180.72, 4095
180.82, 4095
180.92, 4095
181.02, 4095
181.13, 4095
181.23, 4095
181.33, 4095
181.42, 4095
181.52, 4095
181.62, 4095
181.72, 4095
181.82, 4095
181.92, 4095
182.03, 4095
182.13, 4095
182.22, 4095
182.31, 4095
182.42, 4095
182.52, 4095
182.62, 4095
182.72, 4095
182.82, 4095
182.92, 4095
183.02, 4095
183.12, 4095
183.22, 4095
183.31, 4095
183.41, 4095
183.51, 4095
183.61, 4095
183.72, 4095
183.81, 4095
183.91, 4095
184.01, 4095
184.11, 4095
184.22, 4095
184.31, 4095
184.41, 4095
184.51, 4095
184.61, 4095
184.71, 4095
184.81, 4095
184.91, 4095
