Time (s), Sensor Value (ADC)
31.22, 0
31.32, 0
31.42, 0
31.52, 4095
31.63, 4095
31.73, 4095
31.83, 4095
31.92, 4095
32.02, 4095
32.13, 0
32.23, 0
32.33, 0
32.42, 0
32.52, 0
32.62, 0
32.73, 0
32.82, 0
32.92, 0
33.05, 0
33.13, 0
33.22, 0
33.33, 0
33.43, 0
33.53, 0
33.63, 0
33.72, 0
33.83, 0
33.93, 0
34.03, 0
34.12, 0
34.23, 0
34.33, 0
34.43, 0
34.53, 0
34.63, 0
34.74, 0
34.82, 0
34.93, 0
35.03, 0
35.13, 0
35.23, 0
35.33, 4095
35.43, 4095
35.53, 4095
35.63, 4095
35.74, 4095
35.83, 0
35.93, 0
36.04, 0
36.13, 0
36.24, 0
36.33, 0
36.43, 0
36.53, 0
36.63, 0
36.73, 0
36.83, 0
36.93, 0
37.03, 0
37.13, 0
37.23, 0
37.33, 0
37.43, 0
37.53, 4095
37.63, 4095
37.72, 4095
37.82, 4095
37.93, 3133
38.03, 0
38.13, 0
38.24, 0
38.33, 0
38.42, 0
38.53, 0
38.62, 0
38.72, 0
38.82, 0
38.92, 0
39.02, 0
39.12, 0
39.22, 0
39.33, 4095
39.44, 4095
39.53, 4095
39.64, 4095
39.74, 4095
39.82, 0
39.92, 0
40.02, 0
40.13, 0
40.22, 0
40.32, 0
40.42, 0
40.54, 0
40.62, 0
40.74, 0
40.84, 0
40.94, 0
41.04, 1535
41.14, 4095
41.22, 4095
41.32, 4095
41.42, 4095
41.52, 0
41.62, 0
41.72, 0
41.82, 0
41.92, 0
42.02, 0
42.12, 0
42.22, 0
42.32, 4095
42.42, 4095
42.54, 4095
42.62, 4095
42.72, 0
42.82, 0
42.92, 0
43.02, 0
43.12, 0
43.22, 0
43.32, 0
43.42, 0
43.53, 0
43.62, 0
43.72, 0
43.82, 0
43.92, 0
44.02, 0
44.12, 0
44.22, 0
44.32, 0
44.44, 0
44.53, 0
44.63, 0
44.74, 0
44.84, 0
44.93, 0
45.04, 4095
45.13, 4095
45.22, 4095
45.34, 0
45.42, 0
45.52, 0
45.62, 0
45.72, 0
45.82, 0
45.92, 0
46.02, 0
46.12, 0
46.22, 0
46.32, 4095
46.42, 4095
46.52, 4095
46.62, 0
46.73, 0
46.83, 0
46.92, 0
47.02, 0
47.12, 0
47.22, 4095
47.32, 4095
47.42, 4095
47.52, 4095
47.62, 0
47.72, 0
47.82, 0
47.92, 0
48.02, 4064
48.12, 4095
48.22, 4095
48.32, 4095
48.42, 0
48.52, 0
48.62, 0
48.72, 4095
48.82, 4095
48.92, 4095
49.02, 4095
49.12, 0
49.22, 0
49.33, 4095
49.43, 4095
49.52, 4095
49.63, 4095
49.72, 0
49.83, 0
49.92, 0
50.02, 0
50.12, 0
50.23, 0
50.33, 0
50.43, 0
50.53, 0
50.63, 0
50.72, 0
50.82, 0
50.93, 0
51.02, 0
51.12, 0
51.22, 0
51.32, 0
51.43, 0
51.53, 0
51.63, 0
51.73, 0
51.83, 0
51.92, 0
52.03, 0
52.13, 0
52.23, 0
52.32, 0
52.43, 0
52.54, 0
52.63, 0
52.73, 0
52.83, 0
52.93, 0
53.03, 0
53.13, 0
53.23, 0
53.33, 0
53.43, 0
53.53, 0
53.63, 4095
53.74, 4095
53.84, 4095
53.92, 78
54.03, 0
54.13, 0
54.23, 0
54.33, 0
54.43, 0
54.53, 0
54.62, 0
54.73, 0
54.83, 0
54.93, 0
55.03, 0
55.13, 0
55.23, 4095
55.33, 4095
55.42, 4095
55.53, 4095
55.64, 0
55.74, 1795
55.84, 0
55.92, 0
56.03, 0
56.12, 0
56.22, 0
56.32, 0
56.43, 0
56.52, 0
56.62, 0
56.73, 0
56.82, 0
56.93, 0
57.02, 0
57.12, 0
57.24, 0
57.34, 0
57.44, 0
57.54, 0
57.64, 0
57.73, 4095
57.83, 4095
57.92, 4095
58.02, 4095
58.12, 0
58.22, 0
58.32, 0
58.42, 0
58.52, 0
58.62, 0
58.72, 0
58.82, 0
58.92, 0
59.02, 0
59.12, 4095
59.22, 4095
59.34, 4095
59.42, 0
59.52, 0
59.62, 0
59.72, 0
59.82, 0
59.92, 0
60.02, 0
60.12, 0
60.22, 0
60.32, 4095
60.42, 4095
60.54, 0
60.64, 0
60.74, 0
60.84, 0
60.94, 0
61.02, 0
61.12, 0
61.22, 0
61.32, 0
61.44, 0
61.54, 0
61.64, 0
61.74, 0
61.84, 0
61.93, 4095
62.04, 4095
62.13, 4095
62.24, 4095
62.34, 0
62.42, 0
62.52, 0
62.62, 0
62.72, 0
62.82, 0
62.92, 0
63.02, 0
63.13, 0
63.24, 0
63.34, 0
63.43, 0
63.52, 0
63.62, 0
63.73, 0
63.83, 0
63.92, 0
64.02, 0
64.12, 0
64.22, 0
64.32, 0
64.43, 0
64.52, 0
64.62, 0
64.72, 0
64.82, 0
64.92, 0
65.02, 0
65.12, 0
65.22, 0
65.32, 0
65.42, 0
65.52, 0
65.78, 0
